Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
//HG_COVER4,#HG_COVER4,Green,,#HalfLife_HECU,,,
//HG_COVER5,#HG_COVER5,Green,,#HalfLife_HECU,,,
//HG_COVER6,#HG_COVER6,Green,,#HalfLife_HECU,,,
//HG_COVER7,#HG_COVER7,Green,,#HalfLife_HECU,,,
//HG_THROW0,#HG_THROW0,Green,,#HalfLife_HECU,,,
//HG_THROW1,#HG_THROW1,Green,,#HalfLife_HECU,,,
//HG_THROW2,#HG_THROW2,Green,,#HalfLife_HECU,,,
//HG_THROW3,#HG_THROW3,Green,,#HalfLife_HECU,,,
//HG_TAUNT0,#HG_TAUNT0,Green,,#HalfLife_HECU,,,
//HG_TAUNT1,#HG_TAUNT1,Green,,#HalfLife_HECU,,,
//HG_TAUNT2,#HG_TAUNT2,Green,,#HalfLife_HECU,,,
//HG_TAUNT3,#HG_TAUNT3,Green,,#HalfLife_HECU,,,
//HG_TAUNT4,#HG_TAUNT4,Green,,#HalfLife_HECU,,,
//HG_TAUNT5,#HG_TAUNT5,Green,,#HalfLife_HECU,,,
//HG_CHARGE0,#HG_CHARGE0,Green,,#HalfLife_HECU,,,
//HG_CHARGE1,#HG_CHARGE1,Green,,#HalfLife_HECU,,,
//HG_CHARGE2,#HG_CHARGE2,Green,,#HalfLife_HECU,,,
//HG_CHARGE3,#HG_CHARGE3,Green,,#HalfLife_HECU,,,
//HG_QUEST0,#HG_QUEST0,Green,,#HalfLife_HECU,,,
//HG_QUEST1,#HG_QUEST1,Green,,#HalfLife_HECU,,,
//HG_QUEST2,#HG_QUEST2,Green,,#HalfLife_HECU,,,
//HG_QUEST3,#HG_QUEST3,Green,,#HalfLife_HECU,,,
//HG_QUEST4,#HG_QUEST4,Green,,#HalfLife_HECU,,,
//HG_QUEST5,#HG_QUEST5,Green,,#HalfLife_HECU,,,
//HG_QUEST6,#HG_QUEST6,Green,,#HalfLife_HECU,,,
//HG_QUEST7,#HG_QUEST7,Green,,#HalfLife_HECU,,,
//HG_QUEST8,#HG_QUEST8,Green,,#HalfLife_HECU,,,
//HG_QUEST9,#HG_QUEST9,Green,,#HalfLife_HECU,,,
//HG_QUEST10,#HG_QUEST10,Green,,#HalfLife_HECU,,,
//HG_QUEST11,#HG_QUEST11,Green,,#HalfLife_HECU,,,
//HG_ANSWER0,#HG_ANSWER0,Green,,#HalfLife_HECU,,,
//HG_ANSWER1,#HG_ANSWER1,Green,,#HalfLife_HECU,,,
//HG_ANSWER2,#HG_ANSWER2,Green,,#HalfLife_HECU,,,
//HG_ANSWER3,#HG_ANSWER3,Green,,#HalfLife_HECU,,,
//HG_ANSWER4,#HG_ANSWER4,Green,,#HalfLife_HECU,,,
//HG_ANSWER5,#HG_ANSWER5,Green,,#HalfLife_HECU,,,
//HG_ANSWER6,#HG_ANSWER6,Green,,#HalfLife_HECU,,,
//HG_CLEAR0,#HG_CLEAR0,Green,,#HalfLife_HECU,,,
//HG_CLEAR1,#HG_CLEAR1,Green,,#HalfLife_HECU,,,
//HG_CLEAR2,#HG_CLEAR2,Green,,#HalfLife_HECU,,,
//HG_CLEAR3,#HG_CLEAR3,Green,,#HalfLife_HECU,,,
//HG_CLEAR4,#HG_CLEAR4,Green,,#HalfLife_HECU,,,
//HG_CLEAR5,#HG_CLEAR5,Green,,#HalfLife_HECU,,,
//HG_CLEAR6,#HG_CLEAR6,Green,,#HalfLife_HECU,,,
//HG_CLEAR7,#HG_CLEAR7,Green,,#HalfLife_HECU,,,
//HG_CLEAR8,#HG_CLEAR8,Green,,#HalfLife_HECU,,,
//HG_CLEAR9,#HG_CLEAR9,Green,,#HalfLife_HECU,,,
//HG_CLEAR10,#HG_CLEAR10,Green,,#HalfLife_HECU,,,
//HG_CLEAR11,#HG_CLEAR11,Green,,#HalfLife_HECU,,,
//HG_CLEAR12,#HG_CLEAR12,Green,,#HalfLife_HECU,,,
//HG_CHECK0,#HG_CHECK0,Green,,#HalfLife_HECU,,,
//HG_CHECK1,#HG_CHECK1,Green,,#HalfLife_HECU,,,
//HG_CHECK2,#HG_CHECK2,Green,,#HalfLife_HECU,,,
//HG_CHECK3,#HG_CHECK3,Green,,#HalfLife_HECU,,,
//HG_CHECK4,#HG_CHECK4,Green,,#HalfLife_HECU,,,
//HG_CHECK5,#HG_CHECK5,Green,,#HalfLife_HECU,,,
//HG_CHECK6,#HG_CHECK6,Green,,#HalfLife_HECU,,,
//HG_CHECK7,#HG_CHECK7,Green,,#HalfLife_HECU,,,
//hgrunt/gr_pain1.wav,#gr_pain1,Green,,#HalfLife_HECU,,,
//hgrunt/gr_pain2.wav,#gr_pain2,Green,,#HalfLife_HECU,,,
//hgrunt/gr_pain3.wav,#gr_pain3,Green,,#HalfLife_HECU,,,
//hgrunt/gr_pain4.wav,#gr_pain4,Green,,#HalfLife_HECU,,,
//hgrunt/gr_pain5.wav,#gr_pain5,Green,,#HalfLife_HECU,,,
scientist/absolutely.wav,#absolutely,Gray,,#HalfLife_Scientist,,,
scientist/absolutelynot.wav,#absolutelynot,Gray,,#HalfLife_Scientist,,,
scientist/administrator.wav,#administrator,Gray,,#HalfLife_Scientist,,,
scientist/afellowsci.wav,#afellowsci,Gray,,#HalfLife_Scientist,,,
scientist/ahfreeman.wav,#ahfreeman,Gray,,#HalfLife_Scientist,,,
scientist/alienappeal.wav,#alienappeal,Gray,,#HalfLife_Scientist,,,
scientist/alientrick.wav,#alientrick,Gray,,#HalfLife_Scientist,,,
scientist/allnominal.wav,#allnominal,Gray,,#HalfLife_Scientist,,,
scientist/alright.wav,#alright,Gray,,#HalfLife_Scientist,,,
scientist/analysis.wav,#analysis,Gray,,#HalfLife_Scientist,,,
scientist/announcer.wav,#announcer,Gray,,#HalfLife_Scientist,,,
scientist/areyouthink.wav,#areyouthink,Gray,,#HalfLife_Scientist,,,
scientist/asexpected.wav,#asexpected,Gray,,#HalfLife_Scientist,,,
scientist/beenaburden.wav,#beenaburden,Gray,,#HalfLife_Scientist,,,
scientist/beverage.wav,#beverage,Gray,,#HalfLife_Scientist,,,
scientist/bloodsample.wav,#bloodsample,Gray,,#HalfLife_Scientist,,,
scientist/cantbeserious.wav,#cantbeserious,Gray,,#HalfLife_Scientist,,,
scientist/cantbeworse.wav,#cantbeworse,Gray,,#HalfLife_Scientist,,,
scientist/canttakemore.wav,#canttakemore,Gray,,#HalfLife_Scientist,,,
scientist/cascade.wav,#cascade,Gray,,#HalfLife_Scientist,,,
scientist/catchone.wav,#catchone,Gray,,#HalfLife_Scientist,,,
scientist/chaostheory.wav,#chaostheory,Gray,,#HalfLife_Scientist,,,
scientist/checkatten.wav,#checkatten,Gray,,#HalfLife_Scientist,,,
scientist/completelywrong.wav,#completelywrong,Gray,,#HalfLife_Scientist,,,
scientist/containfail.wav,#containfail,Gray,,#HalfLife_Scientist,,,
scientist/correcttheory.wav,#correcttheory,Gray,,#HalfLife_Scientist,,,
scientist/delayagain.wav,#delayagain,Gray,,#HalfLife_Scientist,,,
scientist/didyouhear.wav,#didyouhear,Gray,,#HalfLife_Scientist,,,
scientist/dinner.wav,#dinner,Gray,,#HalfLife_Scientist,,,
scientist/dontconcur.wav,#dontconcur,Gray,,#HalfLife_Scientist,,,
scientist/dontgothere.wav,#dontgothere,Gray,,#HalfLife_Scientist,,,
scientist/dontknow.wav,#dontknow,Gray,,#HalfLife_Scientist,,,
scientist/dontwantdie.wav,#dontwantdie,Gray,,#HalfLife_Scientist,,,
scientist/donuteater.wav,#donuteater,Gray,,#HalfLife_Scientist,,,
scientist/doyousmell.wav,#doyousmell,Gray,,#HalfLife_Scientist,,,
scientist/evergetout.wav,#evergetout,Gray,,#HalfLife_Scientist,,,
scientist/everseen.wav,#everseen,Gray,,#HalfLife_Scientist,,,
scientist/excellentteam.wav,#excellentteam,Gray,,#HalfLife_Scientist,,,
scientist/excuse.wav,#excuse,Gray,,#HalfLife_Scientist,,,
scientist/fascinating.wav,#fascinating,Gray,,#HalfLife_Scientist,,,
scientist/fellowscientist.wav,#fellowscientist,Gray,,#HalfLife_Scientist,,,
scientist/fine.wav,#fine,Gray,,#HalfLife_Scientist,,,
scientist/freeman.wav,#freeman,Gray,,#HalfLife_Scientist,,,
scientist/freemanalive.wav,#freemanalive,Gray,,#HalfLife_Scientist,,,
scientist/fusionshunt.wav,#fusionshunt,Gray,,#HalfLife_Scientist,,,
scientist/getoutalive.wav,#getoutalive,Gray,,#HalfLife_Scientist,,,
scientist/getoutofhere.wav,#getoutofhere,Gray,,#HalfLife_Scientist,,,
scientist/goodpaper.wav,#goodpaper,Gray,,#HalfLife_Scientist,,,
scientist/goodtoseeyou.wav,#goodtoseeyou,Gray,,#HalfLife_Scientist,,,
scientist/gottogetout.wav,#gottogetout,Gray,,#HalfLife_Scientist,,,
scientist/greetings.wav,#greetings,Gray,,#HalfLife_Scientist,,,
scientist/greetings2.wav,#greetings2,Gray,,#HalfLife_Scientist,,,
scientist/headcrab.wav,#headcrab,Gray,,#HalfLife_Scientist,,,
scientist/heal1.wav,#heal1,Gray,,#HalfLife_Scientist,,,
scientist/heal2.wav,#heal2,Gray,,#HalfLife_Scientist,,,
scientist/heal3.wav,#heal3,Gray,,#HalfLife_Scientist,,,
scientist/heal4.wav,#heal4,Gray,,#HalfLife_Scientist,,,
scientist/heal5.wav,#heal5,Gray,,#HalfLife_Scientist,,,
scientist/hearsomething.wav,#scientisthearsomething,Gray,,#HalfLife_Scientist,,,
scientist/hello.wav,#scientisthello,Gray,,#HalfLife_Scientist,,,
scientist/hello2.wav,#scientisthello2,Gray,,#HalfLife_Scientist,,,
scientist/hellofreeman,#hellofreeman,Gray,,#HalfLife_Scientist,,,
scientist/hellofromlab,#hellofromlab,Gray,,#HalfLife_Scientist,,,
scientist/hellothere.wav,#hellothere,Gray,,#HalfLife_Scientist,,,
scientist/hideglasses.wav,#hideglasses,Gray,,#HalfLife_Scientist,,,
scientist/holdstill.wav,#holdstill,Gray,,#HalfLife_Scientist,,,
scientist/hopenominal.wav,#hopenominal,Gray,,#HalfLife_Scientist,,,
scientist/hopeyouknow.wav,#hopeyouknow,Gray,,#HalfLife_Scientist,,,
scientist/howinteresting.wav,#howinteresting,Gray,,#HalfLife_Scientist,,,
scientist/hungryyet.wav,#hungryyet,Gray,,#HalfLife_Scientist,,,
scientist/ibelieveso.wav,#ibelieveso,Gray,,#HalfLife_Scientist,,,
scientist/idontthinkso.wav,#idontthinkso,Gray,,#HalfLife_Scientist,,,
scientist/ihearsomething.wav,#ihearsomething,Gray,,#HalfLife_Scientist,,,
scientist/illwait.wav,#scientistillwait,Gray,,#HalfLife_Scientist,,,
scientist/illwaithere.wav,#illwaithere,Gray,,#HalfLife_Scientist,,,
scientist/importantspecies.wav,#importantspecies,Gray,,#HalfLife_Scientist,,,
scientist/improbable.wav,#improbable,Gray,,#HalfLife_Scientist,,,
scientist/imsure.wav,#imsure,Gray,,#HalfLife_Scientist,,,
scientist/inconclusive.wav,#inconclusive,Gray,,#HalfLife_Scientist,,,
scientist/inmesstoo.wav,#inmesstoo,Gray,,#HalfLife_Scientist,,,
scientist/ipredictedthis.wav,#ipredictedthis,Gray,,#HalfLife_Scientist,,,
scientist/istay.wav,#istay,Gray,,#HalfLife_Scientist,,,
scientist/iwounded.wav,#iwounded,Gray,,#HalfLife_Scientist,,,
scientist/iwounded2.wav,#iwounded2,Gray,,#HalfLife_Scientist,,,
scientist/iwoundedbad.wav,#iwoundedbad,Gray,,#HalfLife_Scientist,,,
scientist/justasked.wav,#justasked,Gray,,#HalfLife_Scientist,,,
scientist/lambdalab.wav,#lambdalab,Gray,,#HalfLife_Scientist,,,
scientist/leadtheway.wav,#leadtheway,Gray,,#HalfLife_Scientist,,,
scientist/leavingme.wav,#leavingme,Gray,,#HalfLife_Scientist,,,
scientist/letmehelp.wav,#letmehelp,Gray,,#HalfLife_Scientist,,,
scientist/letsgo.wav,#scientistletsgo,Gray,,#HalfLife_Scientist,,,
scientist/letstrythis.wav,#letstrythis,Gray,,#HalfLife_Scientist,,,
scientist/letyouin.wav,#letyouin,Gray,,#HalfLife_Scientist,,,
scientist/limitsok.wav,#limitsok,Gray,,#HalfLife_Scientist,,,
scientist/lowervoice.wav,#lowervoice,Gray,,#HalfLife_Scientist,,,
scientist/luckwillchange.wav,#luckwillchange,Gray,,#HalfLife_Scientist,,,
scientist/madness.wav,#madness,Gray,,#HalfLife_Scientist,,,
scientist/needsleep.wav,#needsleep,Gray,,#HalfLife_Scientist,,,
scientist/neverseen.wav,#neverseen,Gray,,#HalfLife_Scientist,,,
scientist/newhevsuit.wav,#newhevsuit,Gray,,#HalfLife_Scientist,,,
scientist/newsample.wav,#newsample,Gray,,#HalfLife_Scientist,,,
scientist/nodoubt.wav,#nodoubt,Gray,,#HalfLife_Scientist,,,
scientist/nogrant.wav,#nogrant,Gray,,#HalfLife_Scientist,,,
scientist/noguess.wav,#noguess,Gray,,#HalfLife_Scientist,,,
scientist/noidea.wav,#noidea,Gray,,#HalfLife_Scientist,,,
scientist/noo.wav,#noo,Gray,,#HalfLife_Scientist,,,
scientist/nooo.wav,#nooo,Gray,,#HalfLife_Scientist,,,
scientist/noplease.wav,#noplease,Gray,,#HalfLife_Scientist,,,
scientist/notcertain.wav,#notcertain,Gray,,#HalfLife_Scientist,,,
scientist/nothostile.wav,#nothostile,Gray,,#HalfLife_Scientist,,,
scientist/notsure.wav,#notsure,Gray,,#HalfLife_Scientist,,,
scientist/odorfromyou.wav,#odorfromyou,Gray,,#HalfLife_Scientist,,,
scientist/ofcourse.wav,#ofcourse,Gray,,#HalfLife_Scientist,,,
scientist/ofcoursenot.wav,#ofcoursenot,Gray,,#HalfLife_Scientist,,,
scientist/okgetout.wav,#okgetout,Gray,,#HalfLife_Scientist,,,
scientist/okihope.wav,#okihope,Gray,,#HalfLife_Scientist,,,
scientist/organicmatter.wav,#organicmatter,Gray,,#HalfLife_Scientist,,,
scientist/peculiarmarks.wav,#peculiarmarks,Gray,,#HalfLife_Scientist,,,
scientist/peculiarodor.wav,#peculiarodor,Gray,,#HalfLife_Scientist,,,
scientist/perfectday.wav,#perfectday,Gray,,#HalfLife_Scientist,,,
scientist/perhaps.wav,#perhaps,Gray,,#HalfLife_Scientist,,,
scientist/positively.wav,#positively,Gray,,#HalfLife_Scientist,,,
scientist/purereadings.wav,#purereadings,Gray,,#HalfLife_Scientist,,,
scientist/recalculate.wav,#recalculate,Gray,,#HalfLife_Scientist,,,
scientist/reconsider.wav,#reconsider,Gray,,#HalfLife_Scientist,,,
scientist/repeat.wav,#repeat,Gray,,#HalfLife_Scientist,,,
scientist/reportflux.wav,#reportflux,Gray,,#HalfLife_Scientist,,,
scientist/rescueus.wav,#rescueus,Gray,,#HalfLife_Scientist,,,
scientist/ridiculous.wav,#ridiculous,Gray,,#HalfLife_Scientist,,,
scientist/right.wav,#right,Gray,,#HalfLife_Scientist,,,
scientist/rightwayout.wav,#rightwayout,Gray,,#HalfLife_Scientist,,,
scientist/rumorclean.wav,#rumorclean,Gray,,#HalfLife_Scientist,,,
scientist/runtest.wav,#runtest,Gray,,#HalfLife_Scientist,,,
scientist/sci_aftertest.wav,#sci_aftertest,Gray,,#HalfLife_Scientist,,,
scientist/sci_alone.wav,#sci_alone,Gray,,#HalfLife_Scientist,,,
scientist/sci_bother.wav,#sci_bother,Gray,,#HalfLife_Scientist,,,
scientist/sci_busy.wav,sci_busy,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear6.wav,#sci_fear6,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear7.wav,#sci_fear7,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear11.wav,#sci_fear11,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear12.wav,#sci_fear12,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear13.wav,#sci_fear13,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear14.wav,#sci_fear14,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain3.wav,#sci_pain3,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain6.wav,#sci_pain6,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain7.wav,#sci_pain7,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain8.wav,#sci_pain8,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain9.wav,#sci_pain9,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain10.wav,#sci_pain10,Gray,,#HalfLife_Scientist,,,
scientist/sci_somewhere.wav,#sci_somewhere,Gray,,#HalfLife_Scientist,,,
scientist/scream10.wav,#scream10,Gray,,#HalfLife_Scientist,,,
scientist/scream11.wav,#scream11,Gray,,#HalfLife_Scientist,,,
scientist/scream12.wav,#scream12,Gray,,#HalfLife_Scientist,,,
scientist/scream13.wav,#scream13,Gray,,#HalfLife_Scientist,,,
scientist/seencup.wav,#seencup,Gray,,#HalfLife_Scientist,,,
scientist/shakeunification.wav,#shakeunification,Gray,,#HalfLife_Scientist,,,
scientist/shutdownchart.wav,#shutdownchart,Gray,,#HalfLife_Scientist,,,
scientist/shutup.wav,#shutup,Gray,,#HalfLife_Scientist,,,
scientist/shutup2.wav,#shutup2,Gray,,#HalfLife_Scientist,,,
scientist/simulation.wav,#simulation,Gray,,#HalfLife_Scientist,,,
scientist/slowingyou.wav,#slowingyou,Gray,,#HalfLife_Scientist,,,
scientist/smellburn.wav,#smellburn,Gray,,#HalfLife_Scientist,,,
scientist/softethics.wav,#softethics,Gray,,#HalfLife_Scientist,,,
scientist/sorryimleaving.wav,#sorryimleaving,Gray,,#HalfLife_Scientist,,,
scientist/somethingfoul.wav,#somethingfoul,Gray,,#HalfLife_Scientist,,,
scientist/startle5.wav,#startle5,Gray,,#HalfLife_Scientist,,,
scientist/startle6.wav,#startle6,Gray,,#HalfLife_Scientist,,,
scientist/startle7.wav,#startle7,Gray,,#HalfLife_Scientist,,,
scientist/startle8.wav,#startle8,Gray,,#HalfLife_Scientist,,,
scientist/startle9.wav,#startle9,Gray,,#HalfLife_Scientist,,,
scientist/statusreport.wav,#statusreport,Gray,,#HalfLife_Scientist,,,
scientist/stench.wav,#scientiststench,Gray,,#HalfLife_Scientist,,,
scientist/stimulating.wav,#stimulating,Gray,,#HalfLife_Scientist,,,
scientist/stop1.wav,#scientiststop1,Gray,,#HalfLife_Scientist,,,
scientist/stop2.wav,#scientiststop2,Gray,,#HalfLife_Scientist,,,
scientist/stop3.wav,#scientiststop3,Gray,,#HalfLife_Scientist,,,
scientist/stop4.wav,#scientiststop4,Gray,,#HalfLife_Scientist,,,
scientist/stopasking.wav,#stopasking,Gray,,#HalfLife_Scientist,,,
scientist/stopattacking.wav,#stopattacking,Gray,,#HalfLife_Scientist,,,
scientist/survival.wav,#survival,Gray,,#HalfLife_Scientist,,,
scientist/thatsodd.wav,#thatsodd,Gray,,#HalfLife_Scientist,,,
scientist/theoretically.wav,#theoretically,Gray,,#HalfLife_Scientist,,,
scientist/thiswillhelp.wav,#thiswillhelp,Gray,,#HalfLife_Scientist,,,
scientist/tunedtoday.wav,#tunedtoday,Gray,,#HalfLife_Scientist,,,
scientist/tunnelcalc.wav,#tunnelcalc,Gray,,#HalfLife_Scientist,,,
scientist/uselessphd.wav,#uselessphd,Gray,,#HalfLife_Scientist,,,
scientist/weartie.wav,#weartie,Gray,,#HalfLife_Scientist,,,
scientist/whatnext.wav,#whatnext,Gray,,#HalfLife_Scientist,,,
scientist/whatyoudoing.wav,#whatyoudoing,Gray,,#HalfLife_Scientist,,,
scientist/whocansay.wav,#whocansay,Gray,,#HalfLife_Scientist,,,
scientist/whoresponsible.wav,#whoresponsible,Gray,,#HalfLife_Scientist,,,
scientist/whyaskme.wav,#whyaskme,Gray,,#HalfLife_Scientist,,,
scientist/whyleave.wav,#whyleave,Gray,,#HalfLife_Scientist,,,
scientist/yees.wav,#yees,Gray,,#HalfLife_Scientist,,,
scientist/yes.wav,#yes,Gray,,#HalfLife_Scientist,,,
scientist/yes2.wav,#yes2,Gray,,#HalfLife_Scientist,,,
scientist/yes3.wav,#yes3,Gray,,#HalfLife_Scientist,,,
scientist/yesletsgo.wav,#yesletsgo,Gray,,#HalfLife_Scientist,,,
scientist/youinsane.wav,#youinsane,Gray,,#HalfLife_Scientist,,,
scientist/youlookbad.wav,#youlookbad,Gray,,#HalfLife_Scientist,,,
scientist/youlookbad2.wav,#youlookbad2,Gray,,#HalfLife_Scientist,,,
scientist/youneedmedic.wav,#scientistyouneedmedic,Gray,,#HalfLife_Scientist,,,
scientist/youwounded.wav,#youwounded,Gray,,#HalfLife_Scientist,,,
scientist/c1a0_sci_gm.wav,#c1a0_sci_gm,Gray,,#HalfLife_Scientist,,,
scientist/c1a3_sci_rescued.wav,#c1a3_sci_rescued,Gray,,#HalfLife_Scientist,,,
barney/aimforhead.wav,#aimforhead,Blue,,#HalfLife_Security,,,
barney/aintgoin.wav,#aintgoin,Blue,,#HalfLife_Security,,,
barney/aintscared.wav,#aintscared,Blue,,#HalfLife_Security,,,
barney/alreadyasked.wav,#alreadyasked,Blue,,#HalfLife_Security,,,
barney/ambush.wav,#ambush,Blue,,#HalfLife_Security,,,
barney/ba_another.wav,#ba_another,Blue,,#HalfLife_Security,,,
barney/ba_attack1.wav,#ba_attack1,Blue,,#HalfLife_Security,,,
barney/ba_bring.wav,#ba_bring,Blue,,#HalfLife_Security,,,
barney/ba_buttugly.wav,#ba_buttugly,Blue,,#HalfLife_Security,,,
barney/ba_close.wav,#ba_close,Blue,,#HalfLife_Security,,,
barney/ba_dontmake.wav,#ba_dontmake,Blue,,#HalfLife_Security,,,
barney/ba_dotoyou.wav,#ba_dotoyou,Blue,,#HalfLife_Security,,,
barney/ba_duty.wav,#ba_duty,Blue,,#HalfLife_Security,,,
barney/ba_endline.wav,#ba_endline,Blue,,#HalfLife_Security,,,
barney/ba_firepl.wav,#ba_firepl,Blue,,#HalfLife_Security,,,
barney/ba_friends.wav,#ba_friends,Blue,,#HalfLife_Security,,,
barney/ba_gotone.wav,#ba_gotone,Blue,,#HalfLife_Security,,,
barney/ba_iwish.wav,#ba_iwish,Blue,,#HalfLife_Security,,,
barney/ba_later.wav,#ba_later,Blue,,#HalfLife_Security,,,
barney/ba_pissme.wav,#ba_pissme,Blue,,#HalfLife_Security,,,
barney/ba_post.wav,#ba_post,Blue,,#HalfLife_Security,,,
barney/ba_raincheck.wav,#ba_raincheck,Blue,,#HalfLife_Security,,,
barney/ba_seethat.wav,#ba_seethat,Blue,,#HalfLife_Security,,,
barney/ba_somuch.wav,#ba_somuch,Blue,,#HalfLife_Security,,,
barney/ba_stepoff.wav,#ba_stepoff,Blue,,#HalfLife_Security,,,
barney/ba_tomb.wav,#ba_tomb,Blue,,#HalfLife_Security,,,
barney/ba_uwish.wav,#ba_uwish,Blue,,#HalfLife_Security,,,
barney/ba_watchit.wav,#ba_watchit,Blue,,#HalfLife_Security,,,
barney/ba_whatyou.wav,#ba_whatyou,Blue,,#HalfLife_Security,,,
barney/ba_whoathere.wav,#ba_whoathere,Blue,,#HalfLife_Security,,,
barney/badarea.wav,#badarea,Blue,,#HalfLife_Security,,,
barney/badfeeling.wav,#badfeeling,Blue,,#HalfLife_Security,,,
barney/beertopside.wav,#beertopside,Blue,,#HalfLife_Security,,,
barney/bequiet.wav,#bequiet,Blue,,#HalfLife_Security,,,
barney/bigmess.wav,#bigmess,Blue,,#HalfLife_Security,,,
barney/bigplace.wav,#bigplace,Blue,,#HalfLife_Security,,,
barney/cantfigure.wav,#cantfigure,Blue,,#HalfLife_Security,,,
barney/checkwounds.wav,#checkwounds,Blue,,#HalfLife_Security,,,
barney/coldone.wav,#coldone,Blue,,#HalfLife_Security,,,
barney/crewdied.wav,#crewdied,Blue,,#HalfLife_Security,,,
barney/diebloodsucker.wav,#diebloodsucker,Blue,,#HalfLife_Security,,,
barney/dobettertogether.wav,#dobettertogether,Blue,,#HalfLife_Security,,,
barney/dontaskme.wav,#dontaskme,Blue,,#HalfLife_Security,,,
barney/dontbet.wav,#dontbet,Blue,,#HalfLife_Security,,,
barney/dontbuyit.wav,#dontbuyit,Blue,,#HalfLife_Security,,,
barney/dontfigure.wav,#dontfigure,Blue,,#HalfLife_Security,,,
barney/dontguess.wav,#dontguess,Blue,,#HalfLife_Security,,,
barney/donthurtem.wav,#donthurtem,Blue,,#HalfLife_Security,,,
barney/dontreckon.wav,#dontreckon,Blue,,#HalfLife_Security,,,
barney/getanyworse.wav,#getanyworse,Blue,,#HalfLife_Security,,,
barney/gettingcloser.wav,#gettingcloser,Blue,,#HalfLife_Security,,,
barney/gladof38.wav,#gladof38,Blue,,#HalfLife_Security,,,
barney/gladtolendhand.wav,#gladtolendhand,Blue,,#HalfLife_Security,,,
barney/guyresponsible.wav,#guyresponsible,Blue,,#HalfLife_Security,,,
barney/hardtosay.wav,#hardtosay,Blue,,#HalfLife_Security,,,
barney/hearsomething.wav,#hearsomething,Blue,,#HalfLife_Security,,,
barney/hearsomething2.wav,#hearsomething2,Blue,,#HalfLife_Security,,,
barney/hellonicesuit.wav,#hellonicesuit,Blue,,#HalfLife_Security,,,
barney/helpothers.wav,#helpothers,Blue,,#HalfLife_Security,,,
barney/heybuddy.wav,#heybuddy,Blue,,#HalfLife_Security,,,
barney/heyfella.wav,#heyfella,Blue,,#HalfLife_Security,,,
barney/hitbad.wav,#hitbad,Blue,,#HalfLife_Security,,,
barney/howdy.wav,#howdy,Blue,,#HalfLife_Security,,,
barney/howyoudoing.wav,#howyoudoing,Blue,,#HalfLife_Security,,,
barney/icanhear.wav,#icanhear,Blue,,#HalfLife_Security,,,
barney/iguess.wav,#iguess,Blue,,#HalfLife_Security,,,
barney/illwait.wav,#illwait,Blue,,#HalfLife_Security,,,
barney/imdead.wav,#imdead,Blue,,#HalfLife_Security,,,
barney/imhit.wav,#imhit,Blue,,#HalfLife_Security,,,
barney/imwithyou.wav,#imwithyou,Blue,,#HalfLife_Security,,,
barney/ireckon.wav,#ireckon,Blue,,#HalfLife_Security,,,
barney/iwaithere.wav,#iwaithere,Blue,,#HalfLife_Security,,,
barney/justdontknow.wav,#justdontknow,Blue,,#HalfLife_Security,,,
barney/leavealone.wav,#leavealone,Blue,,#HalfLife_Security,,,
barney/letsgo.wav,#letsgo,Blue,,#HalfLife_Security,,,
barney/letsmoveit.wav,#letsmoveit,Blue,,#HalfLife_Security,,,
barney/luckwillturn.wav,#luckwillturn,Blue,,#HalfLife_Security,,,
barney/maybe.wav,#maybe,Blue,,#HalfLife_Security,,,
barney/missingleg.wav,#missingleg,Blue,,#HalfLife_Security,,,
barney/mrfreeman.wav,#mrfreeman,Blue,,#HalfLife_Security,,,
barney/nodrill.wav,#nodrill,Blue,,#HalfLife_Security,,,
barney/nope.wav,#nope,Blue,,#HalfLife_Security,,,
barney/nosir.wav,#nosir,Blue,,#HalfLife_Security,,,
barney/notelling.wav,#notelling,Blue,,#HalfLife_Security,,,
barney/noway.wav,#noway,Blue,,#HalfLife_Security,,,
barney/openfire.wav,#openfire,Blue,,#HalfLife_Security,,,
barney/realbadwound.wav,#realbadwound,Blue,,#HalfLife_Security,,,
barney/rightway.wav,#rightway,Blue,,#HalfLife_Security,,,
barney/seeya.wav,#seeya,Blue,,#HalfLife_Security,,,
barney/slowingyoudown.wav,#slowingyoudown,Blue,,#HalfLife_Security,,,
barney/somethingdied.wav,#somethingdied,Blue,,#HalfLife_Security,,,
barney/somethingmoves.wav,#somethingmoves,Blue,,#HalfLife_Security,,,
barney/somethingstinky.wav,#somethingstinky,Blue,,#HalfLife_Security,,,
barney/soundsbad.wav,#soundsbad,Blue,,#HalfLife_Security,,,
