"lang"
{
"Language""english"
"Tokens"
{
//Neccessities
"CaptionMod_GameSaved"	"Game Saved..."
"ro_tele_xen10"	"You must make the jump now, Calhoun. The displacement field can't sustain itself much longer."
"ro_tele_xen11"	"You fool, you've taken too long! The impulse reflection rotors are burning up. I can't shut it down. Run!"
"ro_tele_xen12"	"Simmons, can you hear me? It's ready."
"ro_to_teleport"	"We should've choosen the Lambda Reactor for an escape, but the crew there is bent on fighting the creatures, with all their hopes set on someone named Freeman. Let those fools try and fight a battle they can't win. I just want to get out of here."
"ro_too_slow"	"You fool, you taken too long!"
"ro_wait0"	"Don't leave me here, Calhoun. We need to stick together."
"ro_wait1"	"This is no time to rest. We must keep going."
"ro_wait2"	"I'll wait here."
"ro_wait3"	"I'll stay here, but hurry back."
"ro_wait4"	"Yes, maybe you should go on ahead for a bit. Just don't forget about me."
"ro_wait5"	"I may be slowing you down, but you'll need me to get in to the lab."
"ro_wait6"	"We have no time to take a break. We must keep going."
"ro_wait7"	"Please don't leave me here, Calhoun. I'll be defenseless if those soldiers find me."
"ro_wound0"	"I seem to be wounded, but I can keep going."
"ro_wound1"	"I'm not doing too well, but I can make it."
"ro_xen_call1"	"Calhoun, you must hurry! We can't keep the portal open much longer!"
"ro_xen_call2"	"If you can hear me Calhoun, you must hurry! The teleporter charge is running out!"
"ro_xen_call3"	"It's too late, the field is collapsing. Calhoun!"
"ro_yard_access1"	"Yes, here it is. We'll need to break through this to get to the elevator."
"ro_yard_access2"	"I see you already found the elevator. Let's hurry then."
"ro_yard_almost2"	"Follow me."
"ro_yard_almost3"	"Let's stick together. We're almost there."
"ro_yard_follow1"	"Follow me."
"ro_yard_follow2"	"Calhoun. Follow me."
"ro_yard_hurry02"	"Please hurry, Mr. Calhoun."
"ro_yard_notime"	"Now, there's no time to waste."
"ro_yard_rose1"	"Yes, I'm Dr. Rosenberg. Although I'm not very proud to admit it, seen as though I'm partially responsible for all of this."
"ro_yard_rose2"	"How did you know my name? Oh I see, poor Harold.\nYes, our plan was to get to one of the the old prototype labs. It involved something that very few people in the facility authorized to know about. The same technology that brought about this catastrophe could also be our only way out. You see, I was involved in the very early work on teleporter technology. Long before the Lambda Complex was even built. There may be enough equipment in the old lab to piece together a device that would allow us to teleport outside out of the facility. As improbable as that might sound to someone like yourself. Of course, none of that does us a whole lot of good while we're stuck in here."
"ro_yard_rose3"	"Hmm. Perhaps I could help boost you through that vent in the ceiling. If you're lucky, you might be able to take those soldiers by surprise."
"ro_yard_rose4"	"All right. Now, we'll need head back to area where you met Harold. The access to the old lab should still be there, but we may have to break through some of the newer construction to get through it."
"ro_yard_scanner"	"Well, I hope the old security system is still active. With any luck my fingerprint ID is still valid and on file."

//BS Scientist Specific
"sc_accident1"	"Well, it's about time! We don't pay you people to mosey around at your own convenience. Make this thing work, so we can get on with this miserable day!"
"sc_accident2"	"Oh no. It's probably those Anomalous Materials people again. Always pushing their equipment too hard, dabbling in who knows what. I'd be surprised if there's one good brain among them!"
"sc_accident3"	"Well, don't just stand there. Do something!"
"sc_canals2"	"Calhoun, how did you get through the power lock? Well, it doesn't matter. The only other way out of here is through the canal. If you do make it to the surface, don't tell anyone I'm down here. I think they're trying to kill us all. Now get out of here! The canal is where you want to be."
"sc_canals4"	"Please, leave me alone. I don't want them to hear us. If you want to escape, go through the canal."
"sc_hello0"	"Thank god, a security guard!"
"sc_hello1"	"Thank god, someone with a weapon."
"sc_hello2"	"It's good to see another living human being."
"sc_hello3"	"Can you help me get out of here?"
"sc_hello4"	"Excellent, someone who knows how to use a gun."
"sc_hello5"	"Oh my, for a second I thought you were one of them."
"sc_maint"	"If you're waiting for the tram to Sector G, then you're probably better off walking it. I overheard someone say that all the trams on this end of the facility are having problems."
"sc_ok0"	"Yes. You seem like someone I can trust."
"sc_ok1"	"I suppose a security guard should know what he's doing. Let's go."
"sc_ok2"	"I'll be right behind you."
"sc_ok3"	"Well, if you think I can help."
"sc_pok0"	"Please, leave me alone! I have very important work to do."
"sc_pok1"	"Don't you have your own job to be doing?"
"sc_pok2"	"Excuse me, but I'm rather busy right now."
"sc_pok3"	"Don't you have more important things to be doing than keeping me from my work?"
"sc_pok4"	"Why do you security guards always insist on bothering us?"
"sc_pok5"	"Shouldn't you be guarding something right now?"
"sc_pok6"	"Shouldn't you be guarding some donuts and coffee right about now?"
"sc_power1"	"Those things, they're everywhere! We've got to get out of here!"
"sc_power2"	"Look out!"
"sc_sec2_admin1"	"I can't access my files. I can't answer my mail. I haven't even able to get into my office."
"sc_sec2_admin2"	"Time? I don't have anymore time! If I'm not able to get my report to the administrator in the next hour, then my job will be in serious jeopardy, and I'll make sure that mine is not the only one."
"sc_stop3"	"You're going to have to leave me here."
"sc_tele_work2"	"Doctor Rosenberg, thank God you made it! We've managed to piece together some of the larger equipment, but you'll need to oversee the rest of the construction."
"sc_yard_box1"	"No. I'm afraid I'm not Dr. Rosenberg, but you'll still help me, won't you?"
"sc_yard_box1a"	"No. I'm afraid I'm not Dr. Rosenberg."
"sc_yard_box1b"	"I'm not Dr. Rosenberg."
"sc_yard_box2"	"Okay. I'll wait out here and watch for trouble."
"sc_yard_box3"	"Help! Someone let us out of here!"
"sc_yard_box4"	"Hello? Can anyone hear me?"
"sc_yard_wound1"	"I appreciate your help, but I'm afraid those bastards did their damage already. If you were trying to reach the freight yards in hope of escaping, then just forget about it. The military is rounding up everyone and everything they can find, and either killing them or bringing them up here for questioning."
"sc_yard_wound2"	"A colleague and I came up with our plan for escape, and we were on our way to one of the old prototype labs when we ran into them. But listen to me, if you still want to get out of here alive, your only hope may be to find my friend. If you can get pass the soldiers, find Dr. Rosenberg. With him, you may have a chance to get out of this place."
"c1a0_sci_gm"	"Good morning, Gordon."
"c1a3_sci_rescued"	"Rescued at last! Thank God you're here!"

//BS Barney Specific
"ba_crazy"	"Are you crazy?"
"ba_hello1"	"How's it going?"
"ba_hello2"	"Hey, Calhoun."
"ba_hello3"	"Hey, how are ya?"
"ba_hello4"	"Looks like we're in for a long day today."
"ba_hello5"	"How's it going, Calhoun?"
"ba_openfire"	"Open fire!"
"ba_pok0"	"Shouldn't you be on duty by now?"
"ba_pok1"	"Can't this wait 'till we're off duty?"
"ba_pok2"	"I'm a little busy right now, Calhoun."
"ba_pok3"	"Sorry, Calhoun, I'm on duty."
"ba_power1"	"Hold yourself together! If we don't get the power cell charged, we're all going to die."
"ba_power2"	"Get outta here, I can take it!"
"ba_power3"	"It's okay sir, I can take him."
"ba_power_wound1"	"I was hoping you'd show up. You have to get this power cell charged and back up to Dr. Rosenberg. I'd help, but I'm hurt pretty bad."
"ba_power_wound2"	"You can probably push the power cell through the fence into the charging station behind me. Lemme see if I can get outta the way."
"ba_security1_door1"	"Hold on a minute. The door is not responding to your pass ID. Lemme see if I can get it open on this side."
"ba_security1_door2"	"Okay, I think I got it."
"ba_security1_door3"	"Sorry about that, Calhoun. We've been having problems all over the facility this morning. System crashes, security malfunctions. It's a wonder this whole place hasn't shut down yet."
"ba_security2_admin"	"I know, sir, I know. We're doing everything we can to get the problem under control. Just give us some time to-"
"ba_security2_desk1"	"Nice of you to show up this morning, Calhoun. Yeah, yeah, I know, problems with the access system. Hope you're ready for a long shift."
"ba_security2_desk2"	"Uh oh, now what? Looks like some people are having problems with the main access lift in Sector G. Why don't you go over there and see what you can do?"
"ba_security2_nopass"	"Calhoun, you know you can't go on duty without your sidearm and uniform!"
"ba_security2_pass"	"Have a good one, Calhoun."
"ba_security2_range1"	"Here you go, Calhoun."
"ba_security2_range2"	"I know you're not on the schedule for a couple more days, but if you want to squeeze in few shots in the range, there's plenty of room."
"ba_shot1"	"Watch it, Calhoun!"
"ba_shot2"	"Don't piss me off, Calhoun!"
"ba_shot3"	"Check your fire, Calhoun!"
"ba_shot4"	"Watch where you shootin'!"
"ba_shot5"	"Watch where you point that thing!"

//Otis
"OT_CHAT1"	"Hell if I know."
"mmmm"	"Mmmm."
"ot_intro_hello1"	"Hey, Calhoun."
"ot_intro_hello2"	"Looks like we're in for a long day today."
"ot_intro_seeya"	"Have a good one, Calhoun."

//Train
"ba_tram0"	"Good morning and welcome to the Black Mesa Transit System. This automated train is provided for the comfort and convenience of Black Mesa residents and visitors to the Black Mesa Research Facility."
"ba_tram1"	"The time is 08:42 AM. Current topside temperature is 91 degrees with an estimated high today of one hundred and five. The Black Mesa Compound is maintained at 68 degrees at all times."
"ba_tram2"	"This train is inbound from the Area 8 Topside Dormitories to the Central Transit Hub in Area 9."
"ba_tram3"	"Please keep your limbs inside the train at all times. Do not attempt to open the doors until the train has come to a complete halt at the station platform. In the event of an emergency, passengers are to remain seated and await further instruction. If it is necessary to exit the train, disabled personnel should be evacuated first. Please stay away from electrified rails, and proceed to an emergency station until assistance arrives."
"ba_tram4"	"If your intended destination is a high-security area beyond Sector C, you will need to board a high security train at the Central Transit Hub. If you have not yet submitted your identity for the retinal clearance system, you must report to Black Mesa Personnel for processing before you will be admitted to the high-security branch of the transit system."
"ba_tram5"	"If you wish to transfer to the Sector B or C medium-security lines, you may do so before you reach the Central Transit Hub, at the Area 9 Security Checkpoint. Access to the medium-security branch of the transit system is for employees of the Black Mesa Research Facility and authorized visitors only and requires that you wear your security badge at all times."
"ba_tram6"	"This train is now transferring to the Sector C line of the transit system. This is a medium security area of the Black Mesa facility. Be sure to wear your identification badge at all times."
"ba_tram7"	"Now arriving at Area 3 Security Facilities."
"ba_tram8"	"Please stand back from the automated door until it has fully opened. Before exiting the train, be sure to check your area for personal belongings. Thank you and have a safe and productive day."

//Grunt Specific
"hg_canal1"	"Man, these civvies are gettin' heavy!"
"hg_canal2"	"Yeah, why are we on disposal duty, anyway? Just because Shephard's team didn't make it, we have to do the crap jobs?"
"hg_canal3"	"Well, let's get on with it."
"hg_got_barney"	"All right, we got that bastard. What's the status on Freeman?"
"c2a3_hg_1drag"	"Where we taking this Freeman guy?"
"c2a3_hg_2drag"	"Topside for questioning."
"c2a3_hg_3drag"	"What the hell for? We got him. Let's kill him now!"
"c2a3_hg_4drag"	"Uh, and if they find the body?"
"c2a3_hg_5drag"	"Body? What body?"


//Holo
"tr_sci_use"	"Yes, I will follow you if you wish."
"tr_sci_unuse"	"Okay, I will wait here."
"tr_sci_hardlynoticed"	"Very good! I hardly noticed you. Move on to the next area."
"tr_sci_nextstation"	"Good work! You look prepared for the next station."
"tr_sci_gwbarney"	"Good work! Please proceed to the next area."
"tr_holo_intro"	"Welcome to the Black Mesa Hazard Course for security guard training. I'll be your holographic guide to assist you in your training. Begin by putting on your vest and helmet. You'll find this equipment in the next room."
"tr_holo_button"	"Whenever you see one of these buttons, press it, and I'll repeat instructions or show you how things are done."
"tr_holo_armor"	"Here you'll find your standard armor vest and helmet. These will help protect you against any physical threat you may encounter while performing your duties. When your armor becomes too damaged to be useful, you'll need to find a fresh vest or helmet to protect yourself."
"tr_holo_move"	"Moving around in your armor may be a little tricky at first. Take a moment to get a feel for moving around. Once you get comfortable with this, proceed to the next section just around the corner."
"tr_holo_jump"	"The first move you'll need to practice is jumping. You'll have to get over all three of these obstacles in order to proceed. It helps to get a running start. Watch me do it, then try it yourself."
"tr_holo_duck"	"You'll need to duck under the next set of obstacles. When you crawl in a crouch position, you can move very silently. This can be very useful when you don't want to be heard."
"tr_holo_jduck"	"Now, try combining moves. You'll need to jump, duck, and then jump again. This should get you prepared for the next room where you'll have to do both moves at the same time."
"tr_holo_pipeduck"	"To get into the these pipes, you'll need to perform a duck jump. You'll wanna stand right at the mouth of the pipe. While moving forward, jump up and hold the jump button to go into a crouch in midair. It may be tricky at first, but you'll find it comes in handy to be able to jump and duck into tight areas."
"tr_holo_retry"	"Give it another try. Remember to move forward, jump, and while in midair, crouch."
"tr_holo_nicejob"	"Nice work."
"tr_holo_ladder"	"Walk directly into the ladder, look up, and continue moving forward. If you wanna climb back down, just move backward."
"tr_holo_4jumps"	"The next four jumps get more difficult each time. Don't worry if you miss the last one a few times. Just climb up and do it again. If you can make all the jumps in a continuous run, you're doing just fine."
"tr_holo_keeptrying"	"Keep trying and you'll get it."
"tr_holo_fallshort"	"If you keep falling short, you may be jumping too soon."
"tr_holo_startlift"	"To start the lift, walk up to the button and press the use key while facing it."
"tr_holo_jumpdown"	"Now that you're up here, there's only one way down. Find the target on the floor below and do your best to hit it. You may take some damage from the fall, but don't worry about it. We'll give you some first aid in the next section."
"tr_holo_medkit"	"You'll find medical kits like this one throughout the Black Mesa Research Facility. To restore your health, walk up to a medkit, then press and hold your use key. Your health will recover gradually until you're at full health or until the kit is depleted. Once the light go out, a medkit cannot be reused."
"tr_holo_hevnouse"	"You may also find HEV charging stations such as this one throughout the facility. These stations, however, can only be used by qualified science personnel wearing Powered Hazardous Environment equipment, so they will be inaccessible to you during your duties."
"tr_holo_spinbridge"	"To spin that bridge, walk up to the control wheel and press the use key."
"tr_holo_fantastic"	"Great job."
"tr_holo_jumpgap"	"Sometimes you'll need to rely on quick reflexes to get around. Try jumping this gap on your own."
"tr_holo_pushbox"	"What you really need to do is push the box down into the pit. Pushing is easy. Just move forward into the box and you can push it into position."
"tr_holo_pullbox"	"If you can't push an obstacle out of the way, you might try pulling it. To pull a box, move up to it and press your use key. While holding down the use key, move backwards, and the box will be pulled with you."
"tr_holo_breakbox"	"If nothing else works, you can try breaking things that block your path. Pick up the crowbar and smash your way through the boxes."
"tr_holo_flashlight"	"You'll need to use your flashlight for the next area."
"tr_holo_lightoff"	"Great! Remember, your flashlight will lose power over time, so switch it off when you don't need it. When the flashlight is off, it will recharge itself."
"tr_holo_target"	"Welcome to the Black Mesa Training Target Range. You'll get a chance to fire your weapon, reload, and fire the attached grenade launcher. Collect your equipment and proceed to the firing station."
"tr_holo_hitall"	"You'll need to hit every target to complete the course. If you miss, don't worry about it. The targets will keep moving until you manage to score a hit. If you want to get through the target range as quickly as possible, try reloading during pauses instead of letting your gun run out of ammunition at a critical time."
"tr_holo_grenade"	"To fire the grenade launcher, use the alternate fire button. Some targets can only be destroyed by lobbing grenades."
"tr_holo_commencing"	"I'll start the sequence in five, four, three, two, one."
"tr_holo_congrats"	"Congratulations! You've completed the Black Mesa Training Target Range. You may advance to the next area."
"tr_holo_drown"	"Your heads-up display will let you know when oxygen becomes critical. That means you'll need to find some clean air to breath. As you swim through this course, your blood oxygen levels will begin to drop. At the midpoint, you'll be given an opportunity to surface for air."
"tr_holo_breath"	"Swim up to the surface to catch your breath. You'll regain health lost from holding your breath too long once you've made it to the surface for air. Go ahead and swim on to the next section."
"tr_holo_steam"	"If you pass through fire or steam, you'll see damage icons come up in your heads-up display. Directional indicators at the center of your display will show you from what direction damage is coming."
"tr_holo_radiation"	"Proximity to radiation activates a Geiger counter and radiation display in your helmet. Many other biological and chemical hazards are also indicated in your heads-up display."
"tr_holo_injury"	"Please proceed to the next section."
"tr_holo_leadguard"	"Lead a scientist into the next room. He will open the door that leads back into the transit system. To have someone follow you, approach the person and press your use key. He will then follow you until you face him and press the use key again."
"tr_holo_usetrain"	"Press your use key to engage the train. Once engaged, move forward or backward to increase or decrease the speed of the train. Press the use key a second time to disengage from the train."
"tr_holo_done"	"Congratulations on completing the Black Mesa Hazard Course for security guards. You're now certified to join the Blue Shift high security unit."

//HL HECU
"HG_GREN0"	"Grenade!"
"HG_GREN1"	"Take cover!"
"HG_GREN2"	"Oh shit!"
"HG_GREN3"	"Get down!"
"HG_GREN4"	"Oh God!"
"HG_GREN5"	"No!"
"HG_GREN6"	"Move!"
"HG_ALERT0"	"Squad, we got hostiles!"
"HG_ALERT1"	"Target!"
"HG_ALERT2"	"Movement!"
"HG_ALERT3"	"Shit! We got hostiles!"
"HG_ALERT4"	"Squad, neutralize hostiles!"
"HG_ALERT5"	"Squad, neutralize Freeman!"
"HG_ALERT6"	"Move in!"
"HG_MONST0"	"Bogies, my sector!"
"HG_MONST1"	"We got bogies!"
"HG_MONST2"	"Alien alert!"
"HG_MONST3"	"Alien movement!"
"HG_COVER0"	"Take cover!"
"HG_COVER1"	"I need suppressing fire!"
"HG_COVER2"	"We need backup!"
"HG_COVER3"	"Too hot here!"
"HG_COVER4"	"Fall out!"
"HG_COVER5"	"Clear this area!"
"HG_COVER6"	"God damn!"
"HG_COVER7"	"Cover fire!"
"HG_THROW0"	"Fire in the hole!"
"HG_THROW1"	"Take this!"
"HG_THROW2"	"Fire in the hole!"
"HG_THROW3"	"Squad, stay down!"
"HG_TAUNT0"	"Uhh, we got heavy fire."
"HG_TAUNT1"	"Roger, hold position."
"HG_TAUNT2"	"We will kick your ass!"
"HG_TAUNT3"	"Mister, you are going down."
"HG_TAUNT4"	"You got nothing."
"HG_TAUNT5"	"Request backup!"
"HG_CHARGE0"	"Go, recon!"
"HG_CHARGE1"	"Move in!"
"HG_CHARGE2"	"Go!"
"HG_CHARGE3"	"Let's go!"
"HG_QUEST0"	"Stay alert, people."
"HG_QUEST1"	"Radio check, over."
"HG_QUEST2"	"Maintain lookout."
"HG_QUEST3"	"Squad, quiet down."
"HG_QUEST4"	"Hold position."
"HG_QUEST5"	"Sweep that sector."
"HG_QUEST6"	"Uhh, go tango sweep formation."
"HG_QUEST7"	"Echo mission is go."
"HG_QUEST8"	"Fire team, weapons check okay."
"HG_QUEST9"	"Fire team, objective foxtrot niner."
"HG_QUEST10"	"Okay mission, zero niner."
"HG_QUEST11"	"Squad, stay alert for hostiles, over."
"HG_ANSWER0"	"Uhh, roger that."
"HG_ANSWER1"	"Yes sir."
"HG_ANSWER2"	"Affirmative, sir."
"HG_ANSWER3"	"Negative."
"HG_ANSWER4"	"Roger."
"HG_ANSWER5"	"Okay control."
"HG_ANSWER6"	"That is, uhh, affirmative."
"HG_CLEAR0"	"All clear, sir."
"HG_CLEAR1"	"Bravo post, clear."
"HG_CLEAR2"	"Delta Team, clear."
"HG_CLEAR3"	"No sign hostiles, sir, over."
"HG_CLEAR4"	"No sign objective, sir, over."
"HG_CLEAR5"	"No movement this level."
"HG_CLEAR6"	"Sir, sector secure, over."
"HG_CLEAR7"	"Command post, team in position, over."
"HG_CLEAR8"	"Recon, in position, all quiet."
"HG_CLEAR9"	"Lookout post, all quiet, over."
"HG_CLEAR10"	"Sir, I hear something."
"HG_CLEAR11"	"Sir, uhh, zero movement, over."
"HG_CLEAR12"	"Area secure, sir, over."
"HG_CHECK0"	"Okay, check in."
"HG_CHECK1"	"Squad, are hostiles clear?"
"HG_CHECK2"	"Check in, people."
"HG_CHECK3"	"Lookout, check in."
"HG_CHECK4"	"Recon team, check in."
"HG_CHECK5"	"Movement check, over."
"HG_CHECK6"	"Check your zone, over."
"HG_CHECK7"	"Everything okay there."
"gr_pain1"	"Is that all you got?"
"gr_pain2"	"You got nothin'!"
"gr_pain3"	"I'm hit!"
"gr_pain4"	"Uh, oh!"
"gr_pain5"	"Argh, medic!"
}
}
